           * c:\users\saisr\esim-workspace\parity_gen\parity_gen.cir
           Transient Analysis  Fri May 14 18:54:52  2021
--------------------------------------------------------------------------------
Index   time            a3#branch_1_0   v1#branch       v2#branch       
--------------------------------------------------------------------------------
0	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
1	1.000000e-007	0.000000e+000	0.000000e+000	0.000000e+000	
2	2.000000e-007	0.000000e+000	0.000000e+000	0.000000e+000	
3	4.000000e-007	0.000000e+000	0.000000e+000	0.000000e+000	
4	8.000000e-007	0.000000e+000	0.000000e+000	0.000000e+000	
5	1.600000e-006	0.000000e+000	0.000000e+000	0.000000e+000	
6	3.200000e-006	0.000000e+000	0.000000e+000	0.000000e+000	
7	6.400000e-006	0.000000e+000	0.000000e+000	0.000000e+000	
8	1.000000e-005	0.000000e+000	0.000000e+000	0.000000e+000	
9	1.064000e-005	0.000000e+000	0.000000e+000	0.000000e+000	
10	1.192000e-005	0.000000e+000	0.000000e+000	0.000000e+000	
11	1.448000e-005	0.000000e+000	0.000000e+000	0.000000e+000	
12	1.960000e-005	0.000000e+000	0.000000e+000	0.000000e+000	
13	2.000000e-005	0.000000e+000	0.000000e+000	0.000000e+000	
14	2.080000e-005	0.000000e+000	0.000000e+000	0.000000e+000	
15	2.240000e-005	0.000000e+000	0.000000e+000	0.000000e+000	
16	2.560000e-005	0.000000e+000	0.000000e+000	0.000000e+000	
17	3.200000e-005	0.000000e+000	0.000000e+000	0.000000e+000	
18	4.480000e-005	0.000000e+000	0.000000e+000	0.000000e+000	
19	7.040000e-005	0.000000e+000	0.000000e+000	0.000000e+000	
20	1.216000e-004	0.000000e+000	0.000000e+000	0.000000e+000	
21	2.240000e-004	0.000000e+000	0.000000e+000	0.000000e+000	
22	4.288000e-004	0.000000e+000	0.000000e+000	0.000000e+000	
23	8.384000e-004	0.000000e+000	0.000000e+000	0.000000e+000	
24	1.657600e-003	0.000000e+000	0.000000e+000	0.000000e+000	
25	3.296000e-003	0.000000e+000	0.000000e+000	0.000000e+000	
26	6.572800e-003	0.000000e+000	0.000000e+000	0.000000e+000	
27	1.002000e-002	0.000000e+000	0.000000e+000	0.000000e+000	
28	1.002100e-002	0.000000e+000	0.000000e+000	0.000000e+000	
29	1.002300e-002	0.000000e+000	0.000000e+000	0.000000e+000	
30	1.002700e-002	0.000000e+000	0.000000e+000	0.000000e+000	
31	1.003000e-002	0.000000e+000	0.000000e+000	0.000000e+000	
32	1.003000e-002	0.000000e+000	0.000000e+000	0.000000e+000	
33	1.003000e-002	-5.00000e+002	0.000000e+000	0.000000e+000	
34	1.003000e-002	-1.50000e+003	0.000000e+000	0.000000e+000	
35	1.003000e-002	-3.50000e+003	0.000000e+000	0.000000e+000	
36	1.003000e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
37	1.003000e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
38	1.003000e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
39	1.003000e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
40	1.003000e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
41	1.003001e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
42	1.003001e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
43	1.003001e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
44	1.003002e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
45	1.003004e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
46	1.003008e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
47	1.003017e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
48	1.003033e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
49	1.003066e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
50	1.003131e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
51	1.003262e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
52	1.003525e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
53	1.004049e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
54	1.005097e-002	-5.00000e+003	0.000000e+000	0.000000e+000	

Index   time            a3#branch_1_0   v1#branch       v2#branch       
--------------------------------------------------------------------------------
55	1.007195e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
56	1.011389e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
57	1.019778e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
58	1.036555e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
59	1.070109e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
60	1.137218e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
61	1.271436e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
62	1.539871e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
63	2.001000e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
64	2.001100e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
65	2.001100e-002	-5.00000e+003	0.000000e+000	0.000000e+000	
66	2.001100e-002	-4.50000e+003	0.000000e+000	0.000000e+000	
67	2.001100e-002	-3.50000e+003	0.000000e+000	0.000000e+000	
68	2.001100e-002	-1.50000e+003	0.000000e+000	0.000000e+000	
69	2.001100e-002	-2.63179e-006	0.000000e+000	0.000000e+000	
70	2.001100e-002	0.000000e+000	0.000000e+000	0.000000e+000	
71	2.001100e-002	0.000000e+000	0.000000e+000	0.000000e+000	
72	2.001100e-002	0.000000e+000	0.000000e+000	0.000000e+000	
